mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc_1000,spc_2000,spc_3000,spc_4000,spc_5000,spc_6000,spc_7000,spc_8000,spc_9000,spc_10000,spc_11000,spc_12000,spc_13000,spc_14000,spc_15000,spc_16000,spc_17000,spc_18000,spc_19000,spc_20000,spc_21000,spc_22000,spc_23000,spc_24000,spc_25000,spc_26000,spc_27000,spc_28000,spc_29000,spc_30000,spc_31000,spc_32000,spc_33000,spc_34000,spc_35000,spc_36000,spc_37000,spc_38000,spc_39000,spc_40000,spc_41000,spc_42000,spc_43000,spc_44000,spc_45000,spc_46000,spc_47000,spc_48000,spc_49000,spc_50000,spc_51000,spc_52000,spc_53000,spc_54000,spc_55000,spc_56000,spc_57000,spc_58000,spc_59000,spc_60000,spc_61000,spc_62000,spc_63000,spc_64000,spc_65000,spc_66000,spc_67000,spc_68000,spc_69000,spc_70000,spc_71000,spc_72000,spc_73000,spc_74000,spc_75000,spc_76000,spc_77000,spc_78000,spc_79000,spc_80000,spc_81000,spc_82000,spc_83000,spc_84000,spc_85000,spc_86000,spc_87000,spc_88000,spc_89000,spc_90000,spc_91000,spc_92000,spc_93000,spc_94000,spc_95000,spc_96000,spc_97000,spc_98000,spc_99000,spc_100000,spc_101000,spc_102000,spc_103000,spc_104000,spc_105000,spc_106000,spc_107000,spc_108000,spc_109000,spc_110000,spc_111000,spc_112000,spc_113000,spc_114000,spc_115000,spc_116000,spc_117000,spc_118000,spc_119000,spc_120000,energy_ratio
2.43387275,1,1.0,6,0.499975397,51,0.0652828344,50,0.031508065,29,0.0735750951,206.060447,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,15,31,57,94,146,212,292,385,490,602,715,828,941,1051,1156,1255,1347,1432,1508,1576,1629,1673,1710,1740,1763,1780,1792,1798,1800,1798,1789,1776,1760,1742,1722,1701,1678,1654,4530,6816,1574,1544,1514,1484,1453,1423,1392,3393,1331,1552,973,962,950,938,924,910,896,881,865,849,832,814,796,777,759,740,720,701,681,661,640,620,599,578,557,536,515,493,472,450,429,407,385,363,341,320,298,276,254,233,211,190,168,147,125,104,83,62,41,21,0.6123841433262752
