mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit
3.37077045,1,1.0,6,0.499982168,83,0.102355329,50,0.0295391535,29,0.0496637651,357.838039
