mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,geo_number,spc,energy_ratio
2.37,5,1.0,-1,-1,-1,-1,-1,-1,-1,-1,76.0,120,120,0.9921737311237622
8.96,29,1.0,-1,-1,-1,-1,-1,-1,-1,-1,322.0,30,120,0.7227602099684287
7.31,50,1.0,-1,-1,-1,-1,-1,-1,-1,-1,488.0,90,120,0.13648724467154397
19.3,74,1.0,-1,-1,-1,-1,-1,-1,-1,-1,727.0,120,120,0.0003121727167835271
19.3,74,1.0,-1,-1,-1,-1,-1,-1,-1,-1,727.0,60,120,0.017209866994636676
2.37,5,1.0,-1,-1,-1,-1,-1,-1,-1,-1,76.0,60,120,0.9948617327467066
11.35,82,1.0,-1,-1,-1,-1,-1,-1,-1,-1,823.0,120,120,0.011137915404024396
11.35,82,1.0,-1,-1,-1,-1,-1,-1,-1,-1,823.0,60,120,0.07390688990604674
19.3,74,1.0,-1,-1,-1,-1,-1,-1,-1,-1,727.0,90,120,0.002618471769643333
2.37,5,1.0,-1,-1,-1,-1,-1,-1,-1,-1,76.0,90,120,0.9895871635243252
6.691,51,1.0,-1,-1,-1,-1,-1,-1,-1,-1,487.0,120,120,0.11223341870696979
6.691,51,1.0,-1,-1,-1,-1,-1,-1,-1,-1,487.0,60,120,0.2617124599018626
6.691,51,1.0,-1,-1,-1,-1,-1,-1,-1,-1,487.0,30,120,0.5238655238433352
11.35,82,1.0,-1,-1,-1,-1,-1,-1,-1,-1,823.0,30,120,0.24790633835854392
11.35,82,1.0,-1,-1,-1,-1,-1,-1,-1,-1,823.0,90,120,0.027821292269459487
6.691,51,1.0,-1,-1,-1,-1,-1,-1,-1,-1,487.0,90,120,0.1535384625137887
7.31,50,1.0,-1,-1,-1,-1,-1,-1,-1,-1,488.0,60,120,0.22783983567688193
7.31,50,1.0,-1,-1,-1,-1,-1,-1,-1,-1,488.0,120,120,0.0954898312391434
3.5,56,1.0,-1,-1,-1,-1,-1,-1,-1,-1,491.0,30,120,0.780506282569831
9.747,83,1.0,-1,-1,-1,-1,-1,-1,-1,-1,823.0,30,120,0.30145557823733027
9.747,83,1.0,-1,-1,-1,-1,-1,-1,-1,-1,823.0,60,120,0.10476391231028667
9.747,83,1.0,-1,-1,-1,-1,-1,-1,-1,-1,823.0,120,120,0.019344102245495695
8.96,29,1.0,-1,-1,-1,-1,-1,-1,-1,-1,322.0,90,120,0.43874018942803894
7.31,50,1.0,-1,-1,-1,-1,-1,-1,-1,-1,488.0,30,120,0.482036668399498
3.5,56,1.0,-1,-1,-1,-1,-1,-1,-1,-1,491.0,60,120,0.49678739428672863
3.5,56,1.0,-1,-1,-1,-1,-1,-1,-1,-1,491.0,120,120,0.23025364845503304
2.03774387,1,1.0,6,0.499982168,74,0.017165807,51,0.0331218221,50,0.0280621958,184.80851,90,120,0.612109954481482
3.82937799,1,1.0,6,0.499982168,83,0.030203212,74,0.118253337,-1,-1,379.803288,90,120,0.28040326363970636
2.84743449,1,1.0,6,0.499982168,51,0.0979253872,50,0.106340953,5,0.324354168,234.908257,90,120,0.5200886913743044
2.11549702,1,1.0,6,0.499975397,74,0.0457749545,5,0.735194255,-1,-1,136.32863,120,120,0.6390343480962102
1.96747424,1,1.0,6,0.499982168,51,0.0590432482,50,0.0280621958,-1,-1,175.000621,120,120,0.5979773421749991
1.91747619,1,1.0,6,0.499982168,83,0.0310421901,51,0.0172809507,5,0.178394792,167.336896,120,120,0.5767380085965336
1.82745295,1,1.0,6,0.499982168,51,0.0604833274,5,0.162177084,56,0.0102136253,147.457912,30,120,0.9776512317894231
2.05961469,1,1.0,6,0.499975397,29,0.143471435,5,0.670324173,-1,-1,115.543226,90,120,0.8816470983529652
3.52150706,1,1.0,6,0.499982168,74,0.051497421,29,0.292464395,-1,-1,254.131161,30,120,0.8328446537929985
1.96747424,1,1.0,6,0.499982168,51,0.0590432482,50,0.0280621958,-1,-1,175.000621,60,120,0.8699853554628563
2.01591385,1,1.0,6,0.499982168,83,0.0260083214,51,0.0417622975,-1,-1,197.466373,30,120,0.9261687101395987
2.01102616,1,1.0,6,0.499982168,83,0.0142626279,50,0.06350918,-1,-1,187.314416,30,120,0.936494376751322
3.0465164,1,1.0,6,0.499982168,29,0.375237336,5,0.194612501,56,0.015320438,199.479314,90,120,0.7263484385500006
2.38031293,1,0.734059438,6,0.367016629,83,0.0468053448,5,1.0,-1,-1,154.479068,30,120,0.9622998262942347
3.11254026,1,1.0,6,0.499982168,51,0.132487289,50,0.0472626456,29,0.0993275302,263.930915,30,120,0.8563298000481812
3.3202852,1,1.0,6,0.499982168,83,0.0973214608,51,0.0288015845,50,0.0354469842,366.06801,30,120,0.7225573419214141
2.05961469,1,1.0,6,0.499975397,29,0.143471435,5,0.670324173,-1,-1,115.543226,60,120,0.9424773992316373
3.40819663,1,1.0,6,0.499982168,83,0.115778979,29,0.0607001574,-1,-1,368.133784,60,120,0.5001965284205455
3.03350146,1,1.0,6,0.499982168,29,0.386273729,5,0.324354168,-1,-1,185.24456,120,120,0.692239663239042
2.57322269,1,1.0,6,0.499982168,51,0.149768239,5,0.551402085,56,0.0280874696,206.202475,120,120,0.4820255740531768
1.73701083,1,1.0,6,0.499982168,50,0.0162465344,56,0.062558455,-1,-1,173.458792,30,120,0.9463303072182987
3.3518875,1,1.0,6,0.499982168,83,0.0318811682,29,0.336609964,-1,-1,245.111518,120,120,0.4769982502630945
1.89610965,1,1.0,6,0.499982168,51,0.0619234066,50,0.0147695767,5,0.113523959,155.413535,30,120,0.9831254992455845
2.00759418,1,1.0,6,0.499982168,74,0.0429145175,5,0.145959376,56,0.00766021898,171.583206,30,120,0.8839150997223244
2.51931142,1,1.0,6,0.499975397,83,0.0145421186,50,0.031508065,29,0.150828945,202.542103,90,120,0.6170580329406992
1.91849862,1,1.0,6,0.499982168,51,0.0720039612,50,0.00295391535,56,0.0102136253,174.565768,90,120,0.7156471490699768
1.81034507,1,1.0,6,0.499982168,83,0.0310421901,5,0.373007293,-1,-1,136.660026,30,120,1.0029098885493668
1.84031759,1,1.0,6,0.499975397,51,0.0307213338,5,0.886557778,56,0.0221292649,108.853707,30,120,0.9889183329318236
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,200,120,0.2096958247220074
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,90,120,0.4538491042107799
1.96,1,1.0,6,0.499982168,51,0.0864047534,-1,-1,-1,-1,174.777367,30,120,0.9332659219718774
2.54,1,1.0,6,0.499975397,29,0.257512833,-1,-1,-1,-1,175.502459,120,120,0.710500957283597
2.54,1,1.0,6,0.499975397,29,0.257512833,-1,-1,-1,-1,175.502459,60,120,0.8517827029631414
3.03046108,1,1.0,6,0.499982168,51,0.230412676,-1,-1,-1,-1,281.83945,90,120,0.434254903701074
1.94,1,1.0,6,0.499975397,56,0.11915758,-1,-1,-1,-1,218.376515,90,120,0.6907815491511241
1.96,1,1.0,6,0.499982168,51,0.0864047534,-1,-1,-1,-1,174.777367,60,120,0.8685494300675805
1.96,1,1.0,6,0.499982168,51,0.0864047534,-1,-1,-1,-1,174.777367,120,120,0.5905282810736792
2.54,1,1.0,6,0.499975397,29,0.257512833,-1,-1,-1,-1,175.502459,30,120,0.9634076760197289
2.43,1,1.0,6,0.499975397,50,0.137847784,-1,-1,-1,-1,221.113243,90,120,0.5933842827980575
3.42083947,1,1.0,6,0.499982168,83,0.134236498,-1,-1,-1,-1,405.617461,130,120,0.2161765078801557
3.42083947,1,1.0,6,0.499982168,83,0.134236498,-1,-1,-1,-1,405.617461,120,120,0.2308036110512369
3.42083947,1,1.0,6,0.499982168,83,0.134236498,-1,-1,-1,-1,405.617461,60,120,0.48045968631528235
3.33097484,1,1.0,6,0.499982168,29,0.44145569,-1,-1,-1,-1,212.795086,90,120,0.7007870646261523
3.12533753,1,1.0,6,0.499982168,50,0.236313228,-1,-1,-1,-1,282.903136,30,120,0.8650230128440833
2.28077975,1,1.0,6,0.499982168,56,0.204272506,-1,-1,-1,-1,280.438218,120,120,0.4242604825723668
2.28077975,1,1.0,6,0.499982168,56,0.204272506,-1,-1,-1,-1,280.438218,60,120,0.7556311732112745
1.99,1,1.0,6,0.499113932,50,0.0884635733,-1,-1,-1,-1,175.401882,90,120,0.7355868592222546
2.05,1,1.0,6,0.499982168,29,0.165545884,-1,-1,-1,-1,146.018032,30,120,0.9836881410947268
2.38,1,1.0,6,0.499975397,51,0.134405835,-1,-1,-1,-1,220.220799,120,120,0.47523900391788915
2.38,1,1.0,6,0.499975397,51,0.134405835,-1,-1,-1,-1,220.220799,60,120,0.7107989197276496
1.69,1,1.0,6,0.499982168,56,0.0766021898,-1,-1,-1,-1,173.000158,90,120,0.7755169965385641
3.12533753,1,1.0,6,0.499982168,50,0.236313228,-1,-1,-1,-1,282.903136,120,120,0.35531545981310786
3.12533753,1,1.0,6,0.499982168,50,0.236313228,-1,-1,-1,-1,282.903136,60,120,0.5838510694949853
3.42083947,1,1.0,6,0.499982168,83,0.134236498,-1,-1,-1,-1,405.617461,150,120,0.18055414674967352
3.42083947,1,1.0,6,0.499982168,83,0.134236498,-1,-1,-1,-1,405.617461,140,120,0.19559808036110513
2.28077975,1,1.0,6,0.499982168,56,0.204272506,-1,-1,-1,-1,280.438218,30,120,0.9258739175087805
2.05,1,1.0,6,0.499982168,29,0.165545884,-1,-1,-1,-1,146.018032,60,120,0.9252827473405268
2.05,1,1.0,6,0.499982168,29,0.165545884,-1,-1,-1,-1,146.018032,120,120,0.815529548998973
2.38,1,1.0,6,0.499975397,51,0.134405835,-1,-1,-1,-1,220.220799,30,120,0.9102007759702799
2.07,1,1.0,6,0.499982168,83,0.0503386866,-1,-1,-1,-1,222.058274,90,120,0.5911432248411924
3.42083947,1,1.0,6,0.499982168,83,0.134236498,-1,-1,-1,-1,405.617461,30,120,0.7659409907568246
2.07,1,1.0,6,0.499982168,83,0.0503386866,-1,-1,-1,-1,222.058274,200,120,0.31464200129328385
1.69,1,1.0,6,0.499982168,56,0.0766021898,-1,-1,-1,-1,173.000158,120,120,0.6735900670732481
1.69,1,1.0,6,0.499982168,56,0.0766021898,-1,-1,-1,-1,173.000158,60,120,0.890910877531096
1.86661342,1,0.385381205,5,1.0,6,0.19268373,-1,-1,-1,-1,70.8765506,120,120,0.9837531222660361
3.33097484,1,1.0,6,0.499982168,29,0.44145569,-1,-1,-1,-1,212.795086,30,120,0.908213303072183
3.12533753,1,1.0,6,0.499982168,50,0.236313228,-1,-1,-1,-1,282.903136,90,120,0.42798501312302684
1.99,1,1.0,6,0.499113932,50,0.0884635733,-1,-1,-1,-1,175.401882,30,120,0.9916649760996084
2.05,1,1.0,6,0.499982168,29,0.165545884,-1,-1,-1,-1,146.018032,90,120,0.8283308397469222
3.97,1,1.0,6,0.499982168,74,0.152584951,-1,-1,-1,-1,372.690957,120,120,0.2125502415397685
3.97,1,1.0,6,0.499982168,74,0.152584951,-1,-1,-1,-1,372.690957,60,120,0.4261734648594505
2.07,1,1.0,6,0.499982168,83,0.0503386866,-1,-1,-1,-1,222.058274,120,120,0.48506067022531035
2.07,1,1.0,6,0.499982168,83,0.0503386866,-1,-1,-1,-1,222.058274,60,120,0.7088320506155777
1.5,1,1.0,5,0.973062504,6,0.499982168,-1,-1,-1,-1,66.4932553,30,120,1.0009731326630236
2.21,1,1.0,6,0.499982168,74,0.0572193567,-1,-1,-1,-1,210.206159,30,120,0.842945263665065
1.86661342,1,0.385381205,5,1.0,6,0.19268373,-1,-1,-1,-1,70.8765506,60,120,0.9876789359570934
2.07,1,1.0,6,0.499982168,83,0.0503386866,-1,-1,-1,-1,222.058274,130,120,0.4554958221861568
2.07,1,1.0,6,0.499982168,83,0.0503386866,-1,-1,-1,-1,222.058274,30,120,0.8856315535888627
3.42083947,1,1.0,6,0.499982168,83,0.134236498,-1,-1,-1,-1,405.617461,200,120,0.11037590815149173
2.21,1,1.0,6,0.499982168,74,0.0572193567,-1,-1,-1,-1,210.206159,120,120,0.4939821095741039
3.42083947,1,1.0,6,0.499982168,83,0.134236498,-1,-1,-1,-1,405.617461,90,120,0.3392603557798375
1.5,1,1.0,5,0.973062504,6,0.499982168,-1,-1,-1,-1,66.4932553,120,120,0.9695618684147131
1.69,1,1.0,6,0.499982168,56,0.0766021898,-1,-1,-1,-1,173.000158,30,120,0.9593614094257568
2.07,1,1.0,6,0.499982168,83,0.0503386866,-1,-1,-1,-1,222.058274,140,120,0.42914199495365735
3.33097484,1,1.0,6,0.499982168,29,0.44145569,-1,-1,-1,-1,212.795086,60,120,0.7945723287983874
3.97,1,1.0,6,0.499982168,74,0.152584951,-1,-1,-1,-1,372.690957,30,120,0.6927547578896652
3.33097484,1,1.0,6,0.499982168,29,0.44145569,-1,-1,-1,-1,212.795086,120,120,0.6527501299623426
2.84,1,1.0,6,0.499975397,74,0.089006856,-1,-1,-1,-1,276.941114,90,120,0.4305668260026119
1.5,1,1.0,5,0.973062504,6,0.499982168,-1,-1,-1,-1,66.4932553,60,120,0.9927664861986332
2.28077975,1,1.0,6,0.499982168,56,0.204272506,-1,-1,-1,-1,280.438218,90,120,0.5534192775361676
2.21,1,1.0,6,0.499982168,74,0.0572193567,-1,-1,-1,-1,210.206159,60,120,0.6822499968301868
1.99,1,1.0,6,0.499113932,50,0.0884635733,-1,-1,-1,-1,175.401882,120,120,0.5885265440160266
1.99,1,1.0,6,0.499113932,50,0.0884635733,-1,-1,-1,-1,175.401882,60,120,0.8489948522233071
2.07,1,1.0,6,0.499982168,83,0.0503386866,-1,-1,-1,-1,222.058274,150,120,0.4084415296250746
2.38,1,1.0,6,0.499975397,51,0.134405835,-1,-1,-1,-1,220.220799,90,120,0.590385639478122
1.86661342,1,0.385381205,5,1.0,6,0.19268373,-1,-1,-1,-1,70.8765506,30,120,0.9995039242287844
1.67,1,0.660661155,5,1.0,6,0.330314323,-1,-1,-1,-1,68.6020942,90,120,0.9761122874640227
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,10,120,1.0535492398787865
1.96,1,1.0,6,0.499982168,51,0.0864047534,-1,-1,-1,-1,174.777367,90,120,0.6974936286753985
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,150,120,0.29683240563466
1.67,1,0.660661155,5,1.0,6,0.330314323,-1,-1,-1,-1,68.6020942,120,120,0.9756970419302895
2.43,1,1.0,6,0.499975397,50,0.137847784,-1,-1,-1,-1,221.113243,60,120,0.7005937060188414
2.43,1,1.0,6,0.499975397,50,0.137847784,-1,-1,-1,-1,221.113243,120,120,0.4503068379211097
2.84,1,1.0,6,0.499975397,74,0.089006856,-1,-1,-1,-1,276.941114,120,120,0.3388879027247715
3.03046108,1,1.0,6,0.499982168,51,0.230412676,-1,-1,-1,-1,281.83945,30,120,0.8711867146787712
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,140,120,0.3371762035780852
1.94,1,1.0,6,0.499975397,56,0.11915758,-1,-1,-1,-1,218.376515,30,120,0.9786814210906694
1.5,1,1.0,5,0.973062504,6,0.499982168,-1,-1,-1,-1,66.4932553,90,120,0.9896299560029923
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,20,120,0.9262780686961924
2.84,1,1.0,6,0.499975397,74,0.089006856,-1,-1,-1,-1,276.941114,60,120,0.5755160455945936
1.67,1,0.660661155,5,1.0,6,0.330314323,-1,-1,-1,-1,68.6020942,60,120,0.9920136555554149
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,30,120,0.8465921337914771
2.21,1,1.0,6,0.499982168,74,0.0572193567,-1,-1,-1,-1,210.206159,90,120,0.5701669857611991
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,15,120,0.9913036173908635
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,130,120,0.3380225437117245
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,60,120,0.6076183291280478
2.58,1,1.0,6,0.499975397,83,0.0783037155,-1,-1,-1,-1,296.651427,120,120,0.3531679113466635
2.54,1,1.0,6,0.499975397,29,0.257512833,-1,-1,-1,-1,175.502459,90,120,0.7766296009839101
2.84,1,1.0,6,0.499975397,74,0.089006856,-1,-1,-1,-1,276.941114,30,120,0.7781859792821008
3.97,1,1.0,6,0.499982168,74,0.152584951,-1,-1,-1,-1,372.690957,90,120,0.2902613827993255
2.43,1,1.0,6,0.499975397,50,0.137847784,-1,-1,-1,-1,221.113243,30,120,0.9333752805284713
1.67,1,0.660661155,5,1.0,6,0.330314323,-1,-1,-1,-1,68.6020942,30,120,0.9957635446119516
3.03046108,1,1.0,6,0.499982168,51,0.230412676,-1,-1,-1,-1,281.83945,60,120,0.5935617923391954
3.03046108,1,1.0,6,0.499982168,51,0.230412676,-1,-1,-1,-1,281.83945,120,120,0.31971370246865055
1.86661342,1,0.385381205,5,1.0,6,0.19268373,-1,-1,-1,-1,70.8765506,90,120,0.9640876009585515
1.94,1,1.0,6,0.499975397,56,0.11915758,-1,-1,-1,-1,218.376515,60,120,0.7758323929554071
1.94,1,1.0,6,0.499975397,56,0.11915758,-1,-1,-1,-1,218.376515,120,120,0.5339819827815746
2.0307799,1,1.0,6,0.499982168,83,0.0260083214,50,0.0428317725,-1,-1,197.822719,90,120,0.6025957600578175
1.89610965,1,1.0,6,0.499982168,51,0.0619234066,50,0.0147695767,5,0.113523959,155.413535,90,120,0.7862753426568106
2.58078176,1,1.0,6,0.499975397,83,0.0525753519,74,0.0139867917,51,0.0230410004,278.470233,30,120,0.8294798970444662
1.80650271,1,1.0,6,0.499982168,51,0.0360019806,29,0.044145569,5,0.30813646,121.678201,30,120,1.002775171486896
2.00416754,1,1.0,6,0.499982168,74,0.0114438713,51,0.0691238027,-1,-1,181.239609,60,120,0.7796425084634013
2.31070765,1,1.0,6,0.499975397,51,0.107524668,29,0.029430038,5,0.129740163,192.921775,90,120,0.6602831911143796
2.22383672,1,1.0,6,0.499975397,51,0.0883238348,50,0.0236310487,5,0.259480325,178.526293,120,120,0.5721306850600363
1.73701083,1,1.0,6,0.499982168,50,0.0162465344,56,0.062558455,-1,-1,173.458792,60,120,0.9013395630729438
2.00131109,1,1.0,6,0.499982168,83,0.0117456935,51,0.0158408715,50,0.0516935186,185.02293,30,120,0.9530915188477095
2.27174228,1,1.0,6,0.499975397,83,0.0469822293,50,0.0236310487,5,0.345973767,197.092606,90,120,0.5745286487720144
1.9199246,1,1.0,6,0.499982168,51,0.0590432482,29,0.0248318826,56,0.0127670316,169.650713,60,120,0.8545483650103336
3.36130242,1,1.0,6,0.499982168,83,0.115778979,51,0.0316817429,-1,-1,385.145913,60,120,0.46518435633772465
2.06242184,1,1.0,6,0.499982168,83,0.0293642339,29,0.0689774516,-1,-1,185.072777,30,120,0.912337230090403
2.11331615,1,1.0,6,0.499975397,51,0.0595225843,56,0.0663877946,-1,-1,219.199049,30,120,0.9822664798590067
2.09457883,1,1.0,6,0.499982168,83,0.0192964965,74,0.0219340867,51,0.0201611091,205.419576,120,120,0.45687310603659237
