mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc,energy_ratio
3.78619933,1,1.0,6,0.499982168,74,0.127789897,51,0.0230412676,50,0.0147695767,355.806982,30,120,0.688619736525124
