mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc,energy_ratio
2.79116786,1,1.0,6,0.499982168,51,0.198730933,5,0.356789585,-1,-1,230.201435,90,100,0.253351
