mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc,energy_ratio,sigma
2.78010746,1,1.0,6,0.499975397,83,0.0167793676,74,0.0699339583,-1,-1,281.024551,30,30,0.197373,0.011
