mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc,energy_ratio
2.13754124,1,1.0,6,0.499975397,50,0.06301613,56,0.0646855435,-1,-1,219.637197,60,30,0.523256
