mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc,energy_ratio,sigma
2.58706731,1,1.0,6,0.499975397,83,0.0548126009,74,0.0139867917,51,0.0192008336,280.899525,120,80,0.0879094,0.0081
