mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc,energy_ratio,sigma
1.99180239,1,1.0,6,0.499982168,51,0.0302416637,50,0.0354469842,29,0.0413864709,167.109836,60,100,0.494923,0.0097
