mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc,energy_ratio,sigma
1.85415205,1,1.0,6,0.499982168,51,0.0302416637,29,0.0386273729,56,0.0319175791,166.607984,30,80,0.683831,0.012
