mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,thickness,spc,energy_ratio,sigma
2.54911388,1,1.0,6,0.499975397,83,0.0223724902,29,0.183937738,-1,-1,202.01733,120,120,0.361789,0.013
